ts,voltage,current,power,readable_time
1762793139,239.4,0.223,27.7,2025-11-10 10:45:39 PM
1762793158,239.4,0.223,27.7,2025-11-10 10:45:58 PM
1762793175,239.4,0.223,27.7,2025-11-10 10:46:15 PM
1762793193,239.8,0.235,30.8,2025-11-10 10:46:33 PM
1762793210,239.8,0.235,30.8,2025-11-10 10:46:50 PM
1762793229,239.8,0.235,30.8,2025-11-10 10:47:09 PM
1762793245,239.8,0.235,30.8,2025-11-10 10:47:25 PM
1762793262,239.8,0.239,29.3,2025-11-10 10:47:42 PM
1762793281,239.8,0.239,29.3,2025-11-10 10:48:01 PM
1762793301,239.8,0.239,29.3,2025-11-10 10:48:21 PM
1762793318,239.8,0.239,29.3,2025-11-10 10:48:38 PM
1762793336,239.8,0.2,24.6,2025-11-10 10:48:56 PM
1762793354,239.8,0.2,24.6,2025-11-10 10:49:14 PM
1762793372,239.8,0.2,24.6,2025-11-10 10:49:32 PM
1762793392,239.8,0.2,24.6,2025-11-10 10:49:52 PM
1762793409,239.8,0.2,24.6,2025-11-10 10:50:09 PM
1762793426,239.8,0.2,24.6,2025-11-10 10:50:26 PM
1762793446,239.8,0.2,24.6,2025-11-10 10:50:46 PM
1762793463,239.8,0.2,24.6,2025-11-10 10:51:03 PM
1762793481,239.8,0.2,24.6,2025-11-10 10:51:21 PM
1762793499,239.8,0.2,24.6,2025-11-10 10:51:39 PM
1762793517,239.8,0.2,24.6,2025-11-10 10:51:57 PM
1762793534,239.8,0.2,24.6,2025-11-10 10:52:14 PM
1762793554,239.8,0.2,24.6,2025-11-10 10:52:34 PM
1762793572,239.8,0.2,24.6,2025-11-10 10:52:52 PM
1762793589,239.8,0.2,24.6,2025-11-10 10:53:09 PM
1762793608,240.3,0.185,23.4,2025-11-10 10:53:28 PM
1762793625,240.3,0.185,23.4,2025-11-10 10:53:45 PM
1762793644,240.3,0.185,23.4,2025-11-10 10:54:04 PM
1762793661,240.3,0.185,23.4,2025-11-10 10:54:21 PM
1762793679,240.3,0.185,23.4,2025-11-10 10:54:39 PM
1762793697,240.3,0.185,23.4,2025-11-10 10:54:57 PM
1762793715,240.3,0.185,23.4,2025-11-10 10:55:15 PM
1762793735,240.3,0.185,23.4,2025-11-10 10:55:35 PM
1762793752,240.3,0.189,29.2,2025-11-10 10:55:52 PM
1762793769,240.3,0.17,21.2,2025-11-10 10:56:09 PM
1762793788,240.3,0.17,21.2,2025-11-10 10:56:28 PM
1762793805,240.3,0.17,21.2,2025-11-10 10:56:45 PM
1762793822,240.3,0.17,21.2,2025-11-10 10:57:02 PM
1762793840,240.3,0.222,24.7,2025-11-10 10:57:20 PM
1762793857,240.3,0.222,24.7,2025-11-10 10:57:37 PM
1762793876,239.8,0.18,19.5,2025-11-10 10:57:56 PM
1762793896,239.8,0.187,26.0,2025-11-10 10:58:16 PM
1762793914,239.8,0.187,26.0,2025-11-10 10:58:34 PM
1762793931,239.8,0.187,26.0,2025-11-10 10:58:51 PM
1762793950,239.8,0.187,26.0,2025-11-10 10:59:10 PM
1762793967,239.8,0.187,26.0,2025-11-10 10:59:27 PM
1762793986,239.8,0.187,26.0,2025-11-10 10:59:46 PM
1762794009,239.8,0.187,26.0,2025-11-10 11:00:09 PM
1762794028,238.9,0.194,25.7,2025-11-10 11:00:28 PM
1762794045,238.9,0.194,25.7,2025-11-10 11:00:45 PM
1762794063,238.9,0.194,25.7,2025-11-10 11:01:03 PM
1762794083,238.9,0.194,25.7,2025-11-10 11:01:23 PM
1762794107,239.4,0.291,39.3,2025-11-10 11:01:47 PM
1762794126,239.8,0.232,27.0,2025-11-10 11:02:06 PM
1762794143,239.8,0.293,38.8,2025-11-10 11:02:23 PM
1762794160,239.8,0.293,38.8,2025-11-10 11:02:40 PM
1762794176,239.8,0.184,19.9,2025-11-10 11:02:56 PM
1762794198,239.8,0.184,19.9,2025-11-10 11:03:18 PM
1762794218,239.8,0.184,19.9,2025-11-10 11:03:38 PM
1762794236,238.9,0.215,24.9,2025-11-10 11:03:56 PM
1762794256,238.9,0.215,24.9,2025-11-10 11:04:16 PM
1762794274,238.9,0.215,24.9,2025-11-10 11:04:34 PM
1762794292,238.9,0.149,16.1,2025-11-10 11:04:52 PM
1762794310,238.9,0.155,16.7,2025-11-10 11:05:10 PM
1762794329,238.9,0.155,16.7,2025-11-10 11:05:29 PM
1762794348,238.9,0.155,16.7,2025-11-10 11:05:48 PM
1762794365,238.9,0.155,16.7,2025-11-10 11:06:05 PM
1762794383,240.3,0.162,26.1,2025-11-10 11:06:23 PM
1762794438,239.4,0.127,11.7,2025-11-10 11:07:18 PM
1762796570,239.4,0.0,0.0,2025-11-10 11:42:50 PM
1762796688,239.4,0.0,0.0,2025-11-10 11:44:48 PM
1762796706,239.4,0.0,0.0,2025-11-10 11:45:06 PM
1762796724,240.3,0.194,24.8,2025-11-10 11:45:24 PM
1762796741,240.3,0.194,24.8,2025-11-10 11:45:41 PM
1762796757,240.3,0.171,17.7,2025-11-10 11:45:57 PM
1762796776,240.3,0.171,17.7,2025-11-10 11:46:16 PM
1762796794,240.3,0.171,17.7,2025-11-10 11:46:34 PM
1762796810,240.3,0.171,17.7,2025-11-10 11:46:50 PM
1762796827,240.3,0.171,17.7,2025-11-10 11:47:07 PM
1762796845,240.3,0.171,17.7,2025-11-10 11:47:25 PM
1762796862,240.3,0.171,17.7,2025-11-10 11:47:42 PM
1762796880,240.3,0.171,17.7,2025-11-10 11:48:00 PM
1762796897,240.3,0.171,17.7,2025-11-10 11:48:17 PM
1762796916,239.8,0.14,15.7,2025-11-10 11:48:36 PM
1762797033,240.3,0.106,9.2,2025-11-10 11:50:33 PM
1762797052,240.3,0.152,19.4,2025-11-10 11:50:52 PM
1762797069,240.3,0.152,19.4,2025-11-10 11:51:09 PM
1762797085,240.3,0.152,19.4,2025-11-10 11:51:25 PM
1762797103,240.3,0.152,19.4,2025-11-10 11:51:43 PM
1762797121,240.3,0.152,19.4,2025-11-10 11:52:01 PM
1762797138,240.3,0.152,19.4,2025-11-10 11:52:18 PM
1762797155,240.3,0.152,19.4,2025-11-10 11:52:35 PM
1762797172,240.3,0.152,19.4,2025-11-10 11:52:52 PM
1762797190,240.3,0.152,19.4,2025-11-10 11:53:10 PM
1762797207,240.3,0.152,19.4,2025-11-10 11:53:27 PM
1762797224,240.3,0.152,19.4,2025-11-10 11:53:44 PM
1762797241,240.3,0.152,19.4,2025-11-10 11:54:01 PM
1762797263,240.3,0.152,19.4,2025-11-10 11:54:23 PM
1762797279,240.3,0.152,19.4,2025-11-10 11:54:39 PM
1762798453,240.3,0.092,7.9,2025-11-11 12:14:13 AM
1762798470,240.8,0.196,28.2,2025-11-11 12:14:30 AM
1762798487,240.8,0.218,27.1,2025-11-11 12:14:47 AM
1762798504,240.8,0.218,27.1,2025-11-11 12:15:04 AM
1762798522,240.8,0.218,27.1,2025-11-11 12:15:22 AM
1762798540,240.8,0.218,27.1,2025-11-11 12:15:40 AM
1762798557,240.8,0.199,23.9,2025-11-11 12:15:57 AM
1762798575,240.8,0.199,23.9,2025-11-11 12:16:15 AM
1762798593,240.8,0.243,35.2,2025-11-11 12:16:33 AM
1762798611,240.8,0.243,35.2,2025-11-11 12:16:51 AM
1762798628,240.3,0.169,20.3,2025-11-11 12:17:08 AM
1762798645,240.3,0.169,20.3,2025-11-11 12:17:25 AM
1762798662,240.3,0.283,42.7,2025-11-11 12:17:42 AM
1762798681,240.3,0.283,42.7,2025-11-11 12:18:01 AM
1762798699,240.3,0.148,28.0,2025-11-11 12:18:19 AM
1762798716,240.3,0.139,16.3,2025-11-11 12:18:36 AM
1762798734,240.3,0.29,42.4,2025-11-11 12:18:54 AM
1762798751,240.3,0.29,42.4,2025-11-11 12:19:11 AM
1762798768,240.3,0.29,42.4,2025-11-11 12:19:28 AM
1762798785,240.3,0.29,42.4,2025-11-11 12:19:45 AM
1762798802,240.3,0.29,42.4,2025-11-11 12:20:02 AM
1762798819,240.3,0.29,42.4,2025-11-11 12:20:19 AM
1762798836,240.8,0.153,16.5,2025-11-11 12:20:36 AM
1762798853,240.8,0.153,16.5,2025-11-11 12:20:53 AM
1762798872,240.8,0.183,21.5,2025-11-11 12:21:12 AM
1762798893,240.8,0.183,21.5,2025-11-11 12:21:33 AM
1762798928,240.8,0.183,21.5,2025-11-11 12:22:08 AM
1762798945,240.8,0.183,21.5,2025-11-11 12:22:25 AM
1762798965,240.8,0.183,21.5,2025-11-11 12:22:45 AM
1762798982,240.8,0.183,21.5,2025-11-11 12:23:02 AM
1762798999,240.8,0.183,21.5,2025-11-11 12:23:19 AM
1762799017,240.8,0.183,21.5,2025-11-11 12:23:37 AM
1762799034,240.8,0.183,21.5,2025-11-11 12:23:54 AM
1762799055,240.3,0.228,26.0,2025-11-11 12:24:15 AM
1762799073,240.3,0.228,26.0,2025-11-11 12:24:33 AM
1762799091,240.3,0.228,26.0,2025-11-11 12:24:51 AM
1762799109,240.3,0.228,26.0,2025-11-11 12:25:09 AM
1762799126,240.3,0.228,26.0,2025-11-11 12:25:26 AM
1762799143,240.3,0.228,26.0,2025-11-11 12:25:43 AM
1762799159,240.3,0.228,26.0,2025-11-11 12:25:59 AM
1762799176,240.3,0.228,26.0,2025-11-11 12:26:16 AM
1762799194,240.3,0.228,26.0,2025-11-11 12:26:34 AM
1762799211,240.3,0.228,26.0,2025-11-11 12:26:51 AM
1762799229,240.3,0.228,26.0,2025-11-11 12:27:09 AM
1762799246,240.3,0.228,26.0,2025-11-11 12:27:26 AM
1762799262,240.3,0.228,26.0,2025-11-11 12:27:42 AM
1762799279,240.3,0.228,26.0,2025-11-11 12:27:59 AM
1762799298,240.3,0.228,26.0,2025-11-11 12:28:18 AM
1762799317,240.3,0.228,26.0,2025-11-11 12:28:37 AM
1762799334,240.3,0.228,26.0,2025-11-11 12:28:54 AM
1762799351,240.3,0.228,26.0,2025-11-11 12:29:11 AM
1762799368,240.8,0.162,18.2,2025-11-11 12:29:28 AM
1762799385,240.8,0.162,18.2,2025-11-11 12:29:45 AM
1762799403,240.8,0.162,18.2,2025-11-11 12:30:03 AM
1762799420,240.8,0.162,18.2,2025-11-11 12:30:20 AM
1762799437,240.3,0.187,22.6,2025-11-11 12:30:37 AM
1762799455,240.3,0.187,22.6,2025-11-11 12:30:55 AM
1762799473,240.3,0.131,13.7,2025-11-11 12:31:13 AM
1762799489,240.3,0.131,13.7,2025-11-11 12:31:29 AM
1762799506,240.3,0.131,13.7,2025-11-11 12:31:46 AM
1762799523,240.3,0.131,13.7,2025-11-11 12:32:03 AM
1762799542,240.3,0.131,13.7,2025-11-11 12:32:22 AM
1762799559,240.3,0.131,13.7,2025-11-11 12:32:39 AM
1762799576,240.3,0.131,13.7,2025-11-11 12:32:56 AM
1762799594,240.3,0.131,13.7,2025-11-11 12:33:14 AM
1762799610,240.3,0.131,13.7,2025-11-11 12:33:30 AM
1762799628,240.3,0.131,13.7,2025-11-11 12:33:48 AM
1762799644,240.3,0.131,13.7,2025-11-11 12:34:04 AM
1762801009,240.8,0.0,0.0,2025-11-11 12:56:49 AM
1762801025,240.8,0.0,0.0,2025-11-11 12:57:05 AM
1762801042,240.8,0.0,0.0,2025-11-11 12:57:22 AM
1762801059,240.8,0.0,0.0,2025-11-11 12:57:39 AM
1762801078,240.8,0.0,0.0,2025-11-11 12:57:58 AM
1762801095,240.8,0.0,0.0,2025-11-11 12:58:15 AM
1762801113,240.8,0.0,0.0,2025-11-11 12:58:33 AM
1762801130,240.8,0.0,0.0,2025-11-11 12:58:50 AM
1762801148,240.8,0.0,0.0,2025-11-11 12:59:08 AM
1762801165,240.8,0.0,0.0,2025-11-11 12:59:25 AM
1762801182,240.8,0.0,0.0,2025-11-11 12:59:42 AM
1762801199,240.8,0.0,0.0,2025-11-11 12:59:59 AM
1762801215,240.8,0.0,0.0,2025-11-11 01:00:15 AM
1762801233,240.8,0.0,0.0,2025-11-11 01:00:33 AM
1762801250,240.8,0.0,0.0,2025-11-11 01:00:50 AM
1762801267,240.8,0.0,0.0,2025-11-11 01:01:07 AM
1762801285,240.8,0.0,0.0,2025-11-11 01:01:25 AM
1762801302,240.8,0.0,0.0,2025-11-11 01:01:42 AM
1762801319,240.8,0.0,0.0,2025-11-11 01:01:59 AM
1762801335,240.8,0.0,0.0,2025-11-11 01:02:15 AM
1762801352,240.8,0.0,0.0,2025-11-11 01:02:32 AM
1762801368,240.8,0.0,0.0,2025-11-11 01:02:48 AM
1762801385,240.8,0.0,0.0,2025-11-11 01:03:05 AM
1762801401,240.8,0.0,0.0,2025-11-11 01:03:21 AM
1762801419,240.8,0.082,6.6,2025-11-11 01:03:39 AM
1762801435,240.8,0.082,6.6,2025-11-11 01:03:55 AM
1762801452,240.8,0.082,6.6,2025-11-11 01:04:12 AM
1762801471,240.8,0.082,6.6,2025-11-11 01:04:31 AM
1762801488,240.8,0.082,6.6,2025-11-11 01:04:48 AM
1762801504,240.8,0.082,6.6,2025-11-11 01:05:04 AM
1762801521,240.8,0.082,6.6,2025-11-11 01:05:21 AM
1762801538,240.8,0.082,6.6,2025-11-11 01:05:38 AM
1762801554,240.8,0.082,6.6,2025-11-11 01:05:54 AM
1762801570,241.7,0.113,13.9,2025-11-11 01:06:10 AM
1762801587,241.7,0.115,9.7,2025-11-11 01:06:27 AM
1762801603,241.7,0.115,9.7,2025-11-11 01:06:43 AM
1762801619,241.2,0.141,9.8,2025-11-11 01:06:59 AM
1762801636,241.2,0.141,9.8,2025-11-11 01:07:16 AM
1762801653,241.7,0.142,16.4,2025-11-11 01:07:33 AM
1762801669,241.7,0.097,11.3,2025-11-11 01:07:49 AM
1762801686,241.7,0.097,11.3,2025-11-11 01:08:06 AM
1762801703,241.7,0.097,11.3,2025-11-11 01:08:23 AM
1762801719,241.2,0.186,20.4,2025-11-11 01:08:39 AM
1762801737,240.8,0.133,14.2,2025-11-11 01:08:57 AM
1762801753,240.8,0.133,14.2,2025-11-11 01:09:13 AM
1762801770,240.3,0.214,27.0,2025-11-11 01:09:30 AM
1762801786,240.3,0.214,27.0,2025-11-11 01:09:46 AM
1762801803,240.3,0.105,8.4,2025-11-11 01:10:03 AM
1762801819,240.8,0.157,9.4,2025-11-11 01:10:19 AM
1762801835,240.8,0.188,16.5,2025-11-11 01:10:35 AM
1762801852,240.8,0.188,16.5,2025-11-11 01:10:52 AM
1762801868,240.3,0.107,19.3,2025-11-11 01:11:08 AM
1762801885,240.3,0.108,10.0,2025-11-11 01:11:25 AM
1762801901,240.3,0.108,10.0,2025-11-11 01:11:41 AM
1762801917,240.3,0.086,5.5,2025-11-11 01:11:57 AM
1762801933,240.3,0.086,5.5,2025-11-11 01:12:13 AM
1762801950,240.3,0.135,9.8,2025-11-11 01:12:30 AM
1762801966,240.3,0.135,9.8,2025-11-11 01:12:46 AM
1762801983,240.3,0.135,9.8,2025-11-11 01:13:03 AM
1762802000,240.3,0.135,9.8,2025-11-11 01:13:20 AM
1762802016,240.8,0.102,10.9,2025-11-11 01:13:36 AM
1762802032,240.8,0.09,7.4,2025-11-11 01:13:52 AM
1762802049,240.8,0.09,7.4,2025-11-11 01:14:09 AM
1762802066,241.2,0.088,9.4,2025-11-11 01:14:26 AM
1762802083,241.2,0.088,9.4,2025-11-11 01:14:43 AM
1762802099,240.8,0.136,14.3,2025-11-11 01:14:59 AM
1762802116,240.8,0.136,14.3,2025-11-11 01:15:16 AM
1762802132,240.8,0.132,12.7,2025-11-11 01:15:32 AM
1762802150,240.8,0.131,15.7,2025-11-11 01:15:50 AM
1762802166,240.8,0.131,15.7,2025-11-11 01:16:06 AM
1762802183,240.8,0.131,15.7,2025-11-11 01:16:23 AM
1762802199,240.8,0.132,10.8,2025-11-11 01:16:39 AM
1762802215,240.8,0.132,10.8,2025-11-11 01:16:55 AM
1762802233,240.8,0.132,10.8,2025-11-11 01:17:13 AM
1762802249,240.8,0.14,15.3,2025-11-11 01:17:29 AM
1762802265,240.8,0.14,15.3,2025-11-11 01:17:45 AM
1762802282,240.3,0.136,14.3,2025-11-11 01:18:02 AM
1762802298,240.3,0.136,14.3,2025-11-11 01:18:18 AM
1762802315,240.3,0.136,14.3,2025-11-11 01:18:35 AM
1762802331,240.3,0.136,14.3,2025-11-11 01:18:51 AM
1762802348,240.3,0.136,14.3,2025-11-11 01:19:08 AM
1762802364,240.3,0.136,14.3,2025-11-11 01:19:24 AM
1762802380,240.3,0.129,12.2,2025-11-11 01:19:40 AM
1762802396,240.3,0.129,12.2,2025-11-11 01:19:56 AM
1762802414,240.3,0.129,12.2,2025-11-11 01:20:14 AM
1762802430,240.3,0.129,12.2,2025-11-11 01:20:30 AM
1762802446,240.3,0.129,12.2,2025-11-11 01:20:46 AM
1762802464,240.3,0.129,12.2,2025-11-11 01:21:04 AM
1762802480,240.3,0.129,12.2,2025-11-11 01:21:20 AM
1762802496,240.3,0.129,12.2,2025-11-11 01:21:36 AM
1762802513,240.3,0.129,12.2,2025-11-11 01:21:53 AM
1762802529,240.3,0.129,12.2,2025-11-11 01:22:09 AM
1762802545,240.3,0.129,12.2,2025-11-11 01:22:25 AM
1762802562,240.3,0.129,12.2,2025-11-11 01:22:42 AM
1762802578,240.3,0.129,12.2,2025-11-11 01:22:58 AM
1762802594,240.3,0.129,12.2,2025-11-11 01:23:14 AM
1762802611,240.3,0.129,12.2,2025-11-11 01:23:31 AM
1762802627,240.3,0.129,12.2,2025-11-11 01:23:47 AM
1762802643,240.8,0.114,10.6,2025-11-11 01:24:03 AM
1762802660,241.2,0.147,16.2,2025-11-11 01:24:20 AM
1762802677,241.2,0.147,16.2,2025-11-11 01:24:37 AM
1762802693,241.2,0.147,16.2,2025-11-11 01:24:53 AM
1762802709,241.2,0.147,16.2,2025-11-11 01:25:09 AM
1762802726,241.2,0.147,16.2,2025-11-11 01:25:26 AM
1762802742,241.2,0.147,16.2,2025-11-11 01:25:42 AM
1762802759,241.2,0.147,16.2,2025-11-11 01:25:59 AM
1762802775,241.2,0.147,16.2,2025-11-11 01:26:15 AM
1762802791,241.2,0.147,16.2,2025-11-11 01:26:31 AM
1762802808,241.2,0.147,16.2,2025-11-11 01:26:48 AM
1762802824,241.2,0.147,16.2,2025-11-11 01:27:04 AM
1762802840,240.3,0.138,12.4,2025-11-11 01:27:20 AM
1762802857,240.3,0.138,12.4,2025-11-11 01:27:37 AM
1762802873,240.3,0.138,12.4,2025-11-11 01:27:53 AM
1762802890,240.3,0.138,12.4,2025-11-11 01:28:10 AM
1762802906,240.3,0.138,12.4,2025-11-11 01:28:26 AM
1762802922,240.3,0.138,12.4,2025-11-11 01:28:42 AM
1762802939,240.8,0.129,12.5,2025-11-11 01:28:59 AM
1762802955,240.8,0.129,12.5,2025-11-11 01:29:15 AM
1762802972,240.8,0.129,12.5,2025-11-11 01:29:32 AM
1762802988,240.8,0.129,12.5,2025-11-11 01:29:48 AM
1762803005,240.8,0.129,12.5,2025-11-11 01:30:05 AM
1762803021,240.8,0.129,12.5,2025-11-11 01:30:21 AM
1762803038,240.8,0.129,12.5,2025-11-11 01:30:38 AM
1762803054,240.8,0.129,12.5,2025-11-11 01:30:54 AM
1762803070,240.8,0.129,12.5,2025-11-11 01:31:10 AM
1762803087,240.8,0.129,12.5,2025-11-11 01:31:27 AM
1762803103,240.8,0.129,12.5,2025-11-11 01:31:43 AM
1762803120,240.8,0.129,12.5,2025-11-11 01:32:00 AM
1762803136,240.8,0.129,12.5,2025-11-11 01:32:16 AM
1762803152,240.8,0.129,12.5,2025-11-11 01:32:32 AM
1762803169,240.8,0.129,12.5,2025-11-11 01:32:49 AM
1762803185,240.8,0.129,12.5,2025-11-11 01:33:05 AM
1762803201,240.8,0.129,12.5,2025-11-11 01:33:21 AM
1762803218,240.8,0.129,12.5,2025-11-11 01:33:38 AM
1762803234,240.8,0.129,12.5,2025-11-11 01:33:54 AM
1762803252,240.8,0.129,12.5,2025-11-11 01:34:12 AM
1762803268,240.8,0.09,7.5,2025-11-11 01:34:28 AM
1762803285,240.8,0.09,7.5,2025-11-11 01:34:45 AM
1762803301,240.3,0.1,9.8,2025-11-11 01:35:01 AM
1762803318,240.3,0.1,9.8,2025-11-11 01:35:18 AM
1762803334,240.8,0.07,4.5,2025-11-11 01:35:34 AM
1762803351,240.8,0.07,4.5,2025-11-11 01:35:51 AM
1762803368,240.8,0.07,4.5,2025-11-11 01:36:08 AM
1762803384,240.8,0.07,4.5,2025-11-11 01:36:24 AM
1762803400,241.2,0.112,11.1,2025-11-11 01:36:40 AM
1762803417,241.2,0.112,11.1,2025-11-11 01:36:57 AM
1762803434,241.2,0.112,11.1,2025-11-11 01:37:14 AM
1762803450,241.2,0.112,11.1,2025-11-11 01:37:30 AM
1762803467,241.2,0.112,11.1,2025-11-11 01:37:47 AM
1762803483,241.2,0.112,11.1,2025-11-11 01:38:03 AM
1762803499,241.7,0.087,7.8,2025-11-11 01:38:19 AM
1762803516,241.7,0.087,7.8,2025-11-11 01:38:36 AM
1762803532,241.7,0.111,12.3,2025-11-11 01:38:52 AM
1762803548,241.7,0.111,12.3,2025-11-11 01:39:08 AM
1762803565,241.7,0.111,12.3,2025-11-11 01:39:25 AM
1762803581,241.7,0.111,12.3,2025-11-11 01:39:41 AM
1762803597,241.7,0.111,12.3,2025-11-11 01:39:57 AM
1762803614,241.7,0.111,12.3,2025-11-11 01:40:14 AM
1762803630,241.7,0.111,12.3,2025-11-11 01:40:30 AM
1762803646,241.7,0.111,12.3,2025-11-11 01:40:46 AM
1762803663,242.2,0.088,6.9,2025-11-11 01:41:03 AM
1762803680,242.2,0.088,6.9,2025-11-11 01:41:20 AM
1762803696,242.6,0.092,12.7,2025-11-11 01:41:36 AM
1762803712,242.6,0.092,12.7,2025-11-11 01:41:52 AM
1762803729,242.2,0.148,16.8,2025-11-11 01:42:09 AM
1762803745,242.2,0.148,16.8,2025-11-11 01:42:25 AM
1762803762,242.2,0.148,16.8,2025-11-11 01:42:42 AM
1762803778,242.6,0.147,16.6,2025-11-11 01:42:58 AM
1762803795,242.6,0.147,16.6,2025-11-11 01:43:15 AM
1762803812,242.6,0.147,16.6,2025-11-11 01:43:32 AM
1762803828,242.6,0.147,16.6,2025-11-11 01:43:48 AM
1762803844,242.2,0.104,7.3,2025-11-11 01:44:04 AM
1762803860,242.2,0.104,7.3,2025-11-11 01:44:20 AM
1762803877,241.7,0.088,10.4,2025-11-11 01:44:37 AM
1762803908,241.7,0.088,10.4,2025-11-11 01:45:08 AM
1762803924,241.7,0.088,10.4,2025-11-11 01:45:24 AM
1762803941,241.7,0.088,10.4,2025-11-11 01:45:41 AM
1762803958,241.7,0.088,10.4,2025-11-11 01:45:58 AM
1762803974,241.7,0.088,10.4,2025-11-11 01:46:14 AM
1762803990,241.7,0.088,10.4,2025-11-11 01:46:30 AM
1762804007,241.7,0.088,10.4,2025-11-11 01:46:47 AM
1762804023,242.2,0.159,11.6,2025-11-11 01:47:03 AM
1762804039,242.6,0.133,14.1,2025-11-11 01:47:19 AM
1762804056,242.6,0.133,14.1,2025-11-11 01:47:36 AM
1762804072,242.2,0.14,16.1,2025-11-11 01:47:52 AM
1762804088,242.2,0.14,16.1,2025-11-11 01:48:08 AM
1762804104,242.2,0.14,16.1,2025-11-11 01:48:24 AM
1762804121,241.2,0.195,21.6,2025-11-11 01:48:41 AM
1762804137,241.2,0.195,21.6,2025-11-11 01:48:57 AM
1762804153,241.7,0.124,10.9,2025-11-11 01:49:13 AM
1762804170,241.7,0.124,10.9,2025-11-11 01:49:30 AM
1762804186,241.7,0.124,10.9,2025-11-11 01:49:46 AM
1762804203,241.7,0.124,10.9,2025-11-11 01:50:03 AM
1762804219,241.7,0.124,10.9,2025-11-11 01:50:19 AM
1762804236,241.7,0.124,10.9,2025-11-11 01:50:36 AM
1762804253,242.6,0.11,8.1,2025-11-11 01:50:53 AM
1762804270,242.6,0.11,8.1,2025-11-11 01:51:10 AM
1762804286,242.6,0.118,13.5,2025-11-11 01:51:26 AM
1762804302,242.6,0.118,13.5,2025-11-11 01:51:42 AM
1762804319,242.2,0.088,9.0,2025-11-11 01:51:59 AM
1762804335,242.2,0.088,9.0,2025-11-11 01:52:15 AM
1762804351,242.2,0.088,9.0,2025-11-11 01:52:31 AM
1762804368,242.2,0.088,9.0,2025-11-11 01:52:48 AM
1762804384,241.7,0.111,11.9,2025-11-11 01:53:04 AM
1762804401,241.7,0.111,11.9,2025-11-11 01:53:21 AM
1762804417,241.7,0.111,11.9,2025-11-11 01:53:37 AM
1762804436,241.7,0.111,11.9,2025-11-11 01:53:56 AM
1762804457,241.7,0.111,11.9,2025-11-11 01:54:17 AM
1762804476,241.7,0.111,11.9,2025-11-11 01:54:36 AM
1762804492,241.7,0.111,11.9,2025-11-11 01:54:52 AM
1762804509,242.2,0.11,9.5,2025-11-11 01:55:09 AM
1762804525,242.2,0.11,9.5,2025-11-11 01:55:25 AM
1762804542,241.7,0.108,11.1,2025-11-11 01:55:42 AM
1762804559,241.7,0.108,11.1,2025-11-11 01:55:59 AM
1762804575,242.2,0.115,12.5,2025-11-11 01:56:15 AM
1762804591,242.2,0.115,12.5,2025-11-11 01:56:31 AM
1762804608,243.1,0.143,15.9,2025-11-11 01:56:48 AM
1762804624,243.1,0.143,15.9,2025-11-11 01:57:04 AM
1762804640,243.1,0.143,15.9,2025-11-11 01:57:20 AM
1762804657,243.1,0.143,15.9,2025-11-11 01:57:37 AM
1762804673,243.1,0.143,15.9,2025-11-11 01:57:53 AM
1762804689,243.1,0.143,15.9,2025-11-11 01:58:09 AM
1762804705,242.6,0.157,18.8,2025-11-11 01:58:25 AM
1762804722,242.6,0.157,18.8,2025-11-11 01:58:42 AM
1762804739,243.1,0.122,13.4,2025-11-11 01:58:59 AM
1762804756,243.1,0.122,13.4,2025-11-11 01:59:16 AM
1762804772,243.1,0.122,13.4,2025-11-11 01:59:32 AM
1762804788,243.1,0.122,13.4,2025-11-11 01:59:48 AM
1762804805,243.1,0.122,13.4,2025-11-11 02:00:05 AM
1762804821,243.1,0.122,13.4,2025-11-11 02:00:21 AM
1762804837,243.1,0.122,13.4,2025-11-11 02:00:37 AM
1762804854,243.1,0.122,13.4,2025-11-11 02:00:54 AM
1762804871,243.1,0.122,13.4,2025-11-11 02:01:11 AM
1762804888,243.1,0.122,13.4,2025-11-11 02:01:28 AM
1762804904,243.1,0.122,13.4,2025-11-11 02:01:44 AM
1762804920,243.1,0.122,13.4,2025-11-11 02:02:00 AM
1762804937,243.1,0.122,13.4,2025-11-11 02:02:17 AM
1762804953,243.1,0.122,13.4,2025-11-11 02:02:33 AM
1762804969,243.1,0.122,13.4,2025-11-11 02:02:49 AM
1762804987,243.1,0.122,13.4,2025-11-11 02:03:07 AM
1762805003,243.1,0.122,13.4,2025-11-11 02:03:23 AM
1762805019,243.1,0.093,6.9,2025-11-11 02:03:39 AM
1762805036,243.1,0.093,6.9,2025-11-11 02:03:56 AM
1762805052,243.1,0.111,10.4,2025-11-11 02:04:12 AM
1762805068,243.1,0.111,10.4,2025-11-11 02:04:28 AM
1762805085,243.1,0.111,10.4,2025-11-11 02:04:45 AM
1762805101,243.1,0.111,10.4,2025-11-11 02:05:01 AM
1762805117,242.6,0.153,16.4,2025-11-11 02:05:17 AM
1762805134,242.6,0.153,16.4,2025-11-11 02:05:34 AM
1762805150,242.6,0.153,16.4,2025-11-11 02:05:50 AM
1762805166,242.6,0.153,16.4,2025-11-11 02:06:06 AM
1762805183,242.6,0.153,16.4,2025-11-11 02:06:23 AM
1762805199,242.6,0.153,16.4,2025-11-11 02:06:39 AM
1762805216,243.1,0.109,10.4,2025-11-11 02:06:56 AM
1762805232,243.1,0.109,10.4,2025-11-11 02:07:12 AM
